date,open,high,low,close,volume
2025/1/10,5449.00 ,5496.38 ,5369.28 ,5369.28 ,1599.84 
2025/1/13,5319.70 ,5422.01 ,5319.27 ,5381.70 ,1394.07 
2025/1/14,5393.76 ,5582.84 ,5378.59 ,5572.27 ,2080.84 
2025/1/15,5559.58 ,5569.19 ,5509.58 ,5522.46 ,1690.60 
2025/1/16,5546.70 ,5633.85 ,5508.91 ,5545.63 ,1829.96 
2025/1/17,5524.21 ,5621.94 ,5519.41 ,5587.29 ,1644.37 
2025/1/20,5621.92 ,5665.18 ,5598.16 ,5614.33 ,1734.26 
2025/1/21,5639.60 ,5642.92 ,5573.50 ,5633.92 ,1709.09 
2025/1/22,5606.85 ,5618.58 ,5567.78 ,5607.06 ,1581.07 
2025/1/23,5659.37 ,5717.69 ,5584.25 ,5584.25 ,2036.34 
2025/1/24,5570.48 ,5660.43 ,5570.48 ,5649.95 ,1808.59 
2025/1/27,5660.48 ,5676.03 ,5589.34 ,5589.34 ,1630.86 
2025/2/5,5643.17 ,5646.04 ,5588.56 ,5614.39 ,2150.00 
2025/2/6,5606.87 ,5749.02 ,5597.32 ,5747.90 ,2571.22 
2025/2/7,5750.29 ,5889.43 ,5741.73 ,5833.99 ,3279.49 
2025/2/10,5858.24 ,5895.41 ,5836.17 ,5888.55 ,2862.53 
2025/2/11,5890.37 ,5890.37 ,5827.38 ,5858.28 ,2602.81 
2025/2/12,5841.36 ,5940.54 ,5841.32 ,5940.53 ,2854.39 
2025/2/13,5938.20 ,5957.58 ,5889.70 ,5898.26 ,3130.80 
2025/2/14,5893.93 ,5954.48 ,5886.95 ,5947.80 ,3066.27 
2025/2/17,5979.84 ,5985.36 ,5906.27 ,5948.72 ,3569.40 
2025/2/18,5935.50 ,5947.93 ,5816.05 ,5840.71 ,3069.06 
2025/2/19,5834.95 ,5945.35 ,5831.48 ,5943.88 ,3139.60 
2025/2/20,5941.60 ,5977.73 ,5920.57 ,5957.55 ,3058.85 
2025/2/21,5969.65 ,6061.82 ,5943.19 ,6057.06 ,3969.61 
2025/2/24,6057.38 ,6079.02 ,6007.18 ,6044.97 ,3823.63 
2025/2/25,5967.04 ,6044.76 ,5956.18 ,5979.97 ,3403.16 
2025/2/26,5990.29 ,6055.87 ,5973.86 ,6051.74 ,3272.65 
2025/2/27,6050.19 ,6064.49 ,5940.34 ,6028.99 ,3282.55 
2025/2/28,5997.92 ,6007.47 ,5847.15 ,5859.87 ,2982.91 
2025/3/3,5875.95 ,5964.27 ,5851.56 ,5885.77 ,2669.56 
2025/3/4,5845.47 ,5943.08 ,5843.46 ,5937.63 ,2311.45 
2025/3/5,5937.11 ,5955.90 ,5892.53 ,5950.70 ,2417.38 
2025/3/6,5980.38 ,6062.54 ,5972.60 ,6047.77 ,3205.43 
2025/3/7,6029.38 ,6067.35 ,5989.32 ,6013.77 ,3011.22 
2025/3/10,6022.68 ,6041.52 ,5971.81 ,6013.62 ,2485.13 
2025/3/11,5944.42 ,6044.97 ,5942.91 ,6044.97 ,2452.05 
2025/3/12,6068.38 ,6098.24 ,6038.82 ,6040.50 ,2679.06 
2025/3/13,6032.85 ,6050.18 ,5947.78 ,5993.97 ,2536.22 
2025/3/14,5993.97 ,6099.98 ,5978.53 ,6099.98 ,2890.38 
2025/3/17,6119.61 ,6129.85 ,6098.51 ,6108.02 ,2501.61 
2025/3/18,6126.04 ,6161.23 ,6114.21 ,6133.30 ,2363.42 
2025/3/19,6117.42 ,6128.23 ,6076.56 ,6101.44 ,2188.72 
2025/3/20,6094.84 ,6109.18 ,6055.38 ,6059.49 ,2038.50 
2025/3/21,6038.99 ,6071.08 ,5951.80 ,5971.93 ,2258.01 
2025/3/24,5973.05 ,5987.06 ,5882.88 ,5969.08 ,2200.94 
2025/3/25,5969.42 ,5993.93 ,5929.67 ,5946.95 ,1922.27 
2025/3/26,5935.85 ,5983.47 ,5935.85 ,5948.50 ,1716.96 
2025/3/27,5932.52 ,6000.66 ,5891.77 ,5957.60 ,1765.90 
2025/3/28,5954.73 ,5973.80 ,5904.92 ,5916.03 ,1688.99 
2025/3/31,5886.96 ,5908.30 ,5802.42 ,5857.77 ,1895.63 
2025/4/1,5870.94 ,5931.50 ,5867.85 ,5892.85 ,1793.28 
2025/4/2,5884.89 ,5936.65 ,5884.11 ,5899.09 ,1406.42 
2025/4/3,5842.62 ,5906.71 ,5817.97 ,5845.50 ,1736.62 
2025/4/7,5523.96 ,5587.85 ,5212.68 ,5287.03 ,2673.97 
2025/4/8,5279.76 ,5371.18 ,5249.23 ,5326.91 ,2618.75 
2025/4/9,5249.68 ,5465.14 ,5135.97 ,5439.77 ,2882.57 
2025/4/10,5534.56 ,5610.19 ,5513.95 ,5544.06 ,2686.66 
2025/4/11,5514.19 ,5631.60 ,5510.89 ,5581.32 ,2276.60 
2025/4/14,5633.78 ,5661.80 ,5608.73 ,5627.14 ,2074.70 
2025/4/15,5625.00 ,5626.68 ,5567.03 ,5602.53 ,1619.01 
2025/4/16,5589.78 ,5592.67 ,5492.65 ,5556.86 ,1637.51 
2025/4/17,5527.59 ,5604.62 ,5526.89 ,5557.01 ,1482.83 
2025/4/18,5546.97 ,5579.48 ,5525.40 ,5560.72 ,1398.04 
2025/4/21,5556.51 ,5646.22 ,5535.70 ,5642.38 ,1602.65 
2025/4/22,5634.89 ,5651.55 ,5617.88 ,5624.21 ,1644.64 
2025/4/23,5647.91 ,5670.26 ,5614.77 ,5634.95 ,1779.91 
2025/4/24,5633.02 ,5651.53 ,5583.43 ,5605.88 ,1578.99 
2025/4/25,5613.14 ,5661.59 ,5596.53 ,5627.18 ,1719.34 
2025/4/28,5624.42 ,5628.08 ,5587.79 ,5598.30 ,1676.16 
2025/4/29,5583.72 ,5622.02 ,5571.24 ,5604.91 ,1580.33 
2025/4/30,5604.65 ,5647.78 ,5603.17 ,5631.82 ,1816.17 
2025/5/6,5668.88 ,5740.33 ,5666.47 ,5740.33 ,2170.60 
2025/5/7,5805.66 ,5819.24 ,5713.27 ,5750.29 ,2275.66 
2025/5/8,5731.72 ,5783.79 ,5724.95 ,5773.81 ,1870.33 
2025/5/9,5770.44 ,5770.44 ,5705.17 ,5721.72 ,1781.62 
2025/5/12,5751.44 ,5794.52 ,5737.46 ,5793.67 ,1994.27 
2025/5/13,5838.03 ,5838.03 ,5772.07 ,5781.67 ,1942.52 
2025/5/14,5778.08 ,5835.49 ,5750.54 ,5799.12 ,1881.45 
2025/5/15,5786.78 ,5786.78 ,5715.29 ,5715.30 ,1651.37 
2025/5/16,5703.74 ,5735.01 ,5703.74 ,5715.85 ,1418.82 
2025/5/19,5719.44 ,5729.07 ,5669.72 ,5720.79 ,1410.99 
2025/5/20,5723.51 ,5759.46 ,5707.81 ,5747.37 ,1517.51 
